Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age_Months,Payment_of_Min_Amount,Total_EMI_per_month,Monthly_Balance,Payment_Behaviour,Credit_Score_Category,Credit_Default
50,27395.7,1856.13,3,7,2,8,4,6,Good,10127.99,34.01,211,Yes,401.81,703.39,Low_spent_Small_value_payments,Poor,1
26,39944.79,2781.41,5,5,2,5,3,7,Standard,5651.81,55.36,65,Yes,200.78,1684.31,High_spent_Large_value_payments,Poor,1
26,72664.19,5017.78,5,6,4,0,1,5,Standard,15904.54,59.25,40,Yes,373.78,2591.19,Low_spent_Small_value_payments,Poor,1
21,25207.67,1678.58,8,3,2,4,2,1,Good,4895.49,5.6,7,No,182.29,773.23,High_spent_Small_value_payments,Good,0
52,19836.51,1273.65,3,6,2,1,2,6,Standard,10116.97,4.75,100,Yes,432.09,184.7,High_spent_Medium_value_payments,Poor,1
34,42287.31,2767.76,3,6,2,4,4,2,Standard,18337.17,34.28,59,Yes,671.05,779.66,Low_spent_Medium_value_payments,Poor,1
51,15000.0,1024.92,10,4,1,1,2,3,Bad,5273.03,10.96,203,Yes,361.34,296.26,Low_spent_Medium_value_payments,Poor,1
41,30554.17,2123.72,5,3,1,1,2,6,Good,4888.36,10.23,138,No,378.39,668.06,Low_spent_Large_value_payments,Good,0
49,42067.18,2571.33,6,6,0,1,2,2,Good,4383.99,35.57,109,No,437.26,1305.01,Low_spent_Medium_value_payments,Good,0
18,30885.09,1981.87,2,9,2,2,6,5,Standard,9465.31,52.77,6,Yes,469.28,420.25,Low_spent_Small_value_payments,Poor,0
25,15000.0,1026.12,1,6,2,2,0,4,Standard,2304.13,41.35,54,Yes,94.97,607.26,Low_spent_Small_value_payments,Poor,0
62,94514.33,6112.83,5,5,1,9,3,5,Standard,14497.82,44.8,277,Yes,1150.76,1663.35,High_spent_Large_value_payments,Poor,0
40,38643.08,2457.67,4,4,1,2,0,3,Standard,14146.4,26.82,187,Yes,1403.01,50.0,Low_spent_Small_value_payments,Poor,1
64,85707.13,5524.34,2,5,2,2,0,2,Good,18571.34,4.46,484,No,753.08,1583.37,High_spent_Large_value_payments,Good,0
57,31069.39,2067.07,7,5,3,1,3,8,Standard,9715.8,23.16,112,No,217.71,649.89,Low_spent_Medium_value_payments,Poor,1
29,21418.13,1517.07,2,4,5,3,1,3,Good,2920.54,28.35,118,Yes,57.56,948.02,Low_spent_Large_value_payments,Standard,0
29,42680.98,2788.81,1,2,2,2,1,4,Standard,11616.79,9.42,117,Yes,550.62,1131.61,High_spent_Medium_value_payments,Standard,0
63,31905.31,1986.38,2,4,1,19,5,4,Standard,18697.93,48.57,159,Yes,1390.47,50.0,Low_spent_Medium_value_payments,Poor,1
64,17914.1,1106.45,2,5,0,3,1,4,Standard,7164.58,48.59,458,No,684.41,50.0,High_spent_Small_value_payments,Standard,0
32,87716.96,5303.26,7,5,3,0,2,4,Bad,35284.28,32.76,119,No,841.52,2425.91,High_spent_Large_value_payments,Poor,0
58,25000.17,1651.36,4,6,4,2,4,2,Bad,3467.96,3.5,165,No,64.42,742.99,High_spent_Small_value_payments,Standard,0
36,15000.0,988.49,3,3,2,1,3,3,Standard,3434.91,15.84,165,Yes,119.19,511.87,Low_spent_Large_value_payments,Standard,1
43,80571.45,5013.43,8,3,2,2,0,2,Good,26093.6,55.22,89,Yes,1271.95,1805.0,Low_spent_Large_value_payments,Standard,0
69,26833.9,1812.17,5,5,4,1,3,3,Standard,3905.63,31.74,185,No,75.85,1175.21,High_spent_Large_value_payments,Standard,1
46,25217.81,1715.53,3,3,3,1,0,5,Bad,4490.0,15.45,104,No,146.13,587.17,Low_spent_Large_value_payments,Poor,1
39,15000.0,942.1,3,8,0,1,0,1,Standard,2259.56,42.98,174,No,186.96,439.15,High_spent_Large_value_payments,Standard,1
57,103214.53,6577.63,4,4,2,12,3,3,Standard,62934.49,40.01,99,Yes,2856.08,1470.41,High_spent_Medium_value_payments,Poor,1
38,16752.65,1184.92,2,2,2,0,0,2,Good,2607.32,28.99,133,Yes,119.61,420.81,Low_spent_Small_value_payments,Good,0
68,37611.67,2409.2,2,3,2,7,2,2,Standard,7910.15,37.18,301,No,303.8,1218.69,High_spent_Medium_value_payments,Standard,1
55,62791.32,4285.01,3,6,1,0,2,5,Bad,7758.37,27.31,143,Yes,634.94,1496.64,High_spent_Small_value_payments,Poor,1
37,46771.54,3035.68,4,4,0,0,1,4,Standard,9033.48,33.86,58,No,873.53,752.27,Low_spent_Large_value_payments,Standard,1
46,35038.66,2403.46,4,1,4,2,1,2,Standard,8184.08,29.98,150,No,189.9,1229.72,High_spent_Large_value_payments,Standard,0
68,15000.0,1024.97,7,6,4,5,3,6,Standard,4054.31,51.31,259,Yes,86.7,490.05,High_spent_Small_value_payments,Poor,1
21,22340.69,1502.05,9,2,2,22,7,3,Good,5155.39,24.24,31,Yes,207.04,730.68,Low_spent_Medium_value_payments,Poor,1
24,40647.0,2815.22,3,8,1,1,1,2,Bad,26866.21,22.55,24,No,1970.65,50.0,High_spent_Medium_value_payments,Poor,1
45,22645.03,1589.11,3,5,5,1,0,2,Standard,3102.93,15.59,176,Yes,42.22,921.0,High_spent_Small_value_payments,Standard,1
45,41028.23,2719.48,3,6,3,0,2,2,Bad,8240.99,16.21,176,No,253.44,914.83,High_spent_Small_value_payments,Standard,0
21,54668.67,3420.76,2,8,3,8,5,4,Standard,5581.41,56.09,19,Yes,160.32,1208.59,Low_spent_Large_value_payments,Poor,1
39,64699.05,4161.34,4,4,4,7,3,4,Good,31109.52,1.67,217,Yes,758.23,1912.56,Low_spent_Small_value_payments,Good,0
29,17401.16,1187.02,2,4,0,3,2,1,Good,8083.03,7.39,60,Yes,739.08,50.0,Low_spent_Small_value_payments,Standard,0
62,135670.93,9096.9,5,3,1,2,1,1,Standard,19403.8,9.6,138,No,1387.56,4845.18,Low_spent_Small_value_payments,Good,0
20,57554.5,3564.13,5,2,2,1,2,4,Standard,23307.49,32.97,6,Yes,1083.01,585.8,High_spent_Large_value_payments,Poor,1
39,36278.17,2196.83,5,4,4,3,2,2,Standard,14983.51,47.79,200,Yes,290.42,1077.95,Low_spent_Large_value_payments,Poor,1
61,69823.22,4706.0,3,3,2,8,2,5,Standard,25096.13,9.34,309,Yes,979.18,1276.57,High_spent_Medium_value_payments,Standard,0
19,150128.17,9416.04,2,4,3,5,1,2,Good,17271.84,40.99,6,No,477.53,4164.43,Low_spent_Medium_value_payments,Good,0
41,15317.76,1001.98,3,2,2,3,0,5,Bad,6472.98,32.87,220,Yes,284.24,348.14,Low_spent_Medium_value_payments,Poor,0
51,31724.43,2160.11,3,6,2,3,0,2,Good,7452.21,38.58,293,Yes,249.91,850.38,Low_spent_Medium_value_payments,Good,0
44,15000.0,991.43,6,2,2,4,4,9,Standard,5374.74,23.32,144,Yes,264.8,237.34,Low_spent_Small_value_payments,Poor,1
58,40765.48,2482.72,4,3,3,7,2,4,Bad,14701.72,24.59,269,Yes,430.03,1106.84,High_spent_Small_value_payments,Poor,1
18,45217.37,2803.95,3,4,1,0,2,1,Good,10623.36,25.4,6,Yes,854.1,437.34,High_spent_Small_value_payments,Standard,1
25,35472.13,2212.61,7,4,1,3,2,2,Bad,13535.71,31.27,30,No,1198.25,57.31,Low_spent_Large_value_payments,Poor,1
40,24520.87,1539.75,5,3,1,1,2,1,Bad,4105.85,21.65,172,No,366.95,282.76,High_spent_Large_value_payments,Standard,1
55,15000.0,991.88,5,7,1,11,2,1,Good,720.09,11.26,276,Yes,48.48,529.7,Low_spent_Small_value_payments,Good,0
23,45438.73,2974.4,3,6,1,12,3,3,Bad,18040.07,30.11,27,Yes,1264.93,50.0,High_spent_Large_value_payments,Poor,1
39,86964.97,5409.3,2,3,3,1,3,1,Standard,41536.33,26.78,156,No,1180.99,1249.16,Low_spent_Small_value_payments,Standard,0
42,25473.37,1547.04,3,2,2,10,2,4,Good,15316.03,38.95,116,Yes,614.46,188.8,High_spent_Large_value_payments,Poor,1
35,47289.14,2925.17,6,6,1,6,2,3,Good,20210.9,30.78,121,Yes,1664.79,320.7,High_spent_Small_value_payments,Poor,0
34,15000.0,1059.96,4,7,2,3,2,4,Bad,5773.55,36.3,116,Yes,212.83,497.47,Low_spent_Large_value_payments,Poor,1
29,47778.35,3109.22,5,6,4,6,1,4,Standard,6833.19,4.76,117,Yes,167.24,1680.95,Low_spent_Small_value_payments,Standard,0
23,28680.44,1990.31,2,7,0,0,4,1,Good,5916.09,18.66,16,No,463.48,522.34,High_spent_Large_value_payments,Good,0
43,22983.9,1590.37,5,5,1,13,6,3,Standard,5603.93,26.55,75,Yes,384.61,480.76,High_spent_Small_value_payments,Poor,1
44,23012.25,1508.26,6,8,3,4,4,6,Standard,4750.3,39.42,125,No,139.3,638.81,Low_spent_Medium_value_payments,Poor,1
25,28676.49,1940.13,4,4,2,0,2,5,Bad,5372.73,39.21,34,Yes,231.18,802.07,High_spent_Small_value_payments,Poor,1
36,45682.02,2836.31,2,4,5,2,1,5,Bad,16539.77,10.84,189,Yes,284.69,1624.39,High_spent_Small_value_payments,Poor,0
59,16526.2,1114.82,4,4,0,2,1,3,Standard,4562.77,48.1,442,Yes,315.24,403.54,Low_spent_Small_value_payments,Standard,0
18,28616.27,1801.42,3,5,0,10,3,2,Standard,4766.76,48.01,6,No,440.25,490.55,Low_spent_Small_value_payments,Poor,1
46,35423.01,2444.68,6,5,0,6,2,5,Bad,12654.9,18.04,100,No,984.48,473.49,High_spent_Small_value_payments,Poor,1
62,18780.54,1143.87,4,5,0,0,1,4,Standard,3301.98,27.25,316,No,325.01,362.23,Low_spent_Small_value_payments,Good,0
66,106723.76,7297.31,3,5,4,0,1,6,Standard,29459.97,32.52,468,No,643.72,4238.35,High_spent_Medium_value_payments,Good,0
52,21761.61,1329.26,4,4,1,0,3,6,Bad,1483.03,24.76,213,Yes,132.23,474.52,Low_spent_Medium_value_payments,Poor,1
57,24302.58,1690.15,2,5,1,0,1,3,Bad,6836.29,4.87,272,No,588.81,435.67,Low_spent_Medium_value_payments,Standard,1
31,20191.46,1278.03,2,5,5,1,3,4,Good,8489.32,9.46,95,Yes,138.78,634.3,Low_spent_Small_value_payments,Standard,1
52,106840.04,7167.82,5,6,0,1,1,2,Standard,22681.97,12.0,271,No,1768.61,1127.75,High_spent_Small_value_payments,Good,0
65,50601.84,3303.35,6,4,1,8,4,1,Good,14965.45,61.58,361,Yes,1076.95,1063.17,Low_spent_Medium_value_payments,Standard,0
62,20703.23,1324.35,2,5,2,5,3,5,Bad,8172.37,52.27,292,Yes,356.57,239.91,Low_spent_Medium_value_payments,Poor,1
37,70526.16,4724.71,4,6,3,0,3,2,Bad,33292.96,10.45,101,Yes,1108.24,1337.4,Low_spent_Small_value_payments,Poor,1
66,40962.78,2878.24,4,3,1,4,3,3,Good,7497.5,11.79,267,No,602.5,1204.66,Low_spent_Medium_value_payments,Good,0
30,42376.62,2561.54,3,3,4,14,4,2,Bad,3397.91,33.13,61,Yes,63.59,1475.61,High_spent_Large_value_payments,Poor,1
55,29534.48,2066.06,3,6,1,4,2,3,Standard,6558.59,22.18,330,Yes,611.68,287.85,High_spent_Small_value_payments,Standard,1
66,23163.9,1542.68,5,6,2,3,0,3,Standard,5317.85,33.73,304,No,260.14,482.92,Low_spent_Small_value_payments,Good,0
63,44473.98,3057.4,5,4,2,8,6,4,Good,3847.48,17.97,147,No,191.46,1360.49,Low_spent_Medium_value_payments,Good,0
66,26185.15,1680.0,2,7,4,8,3,4,Good,14322.21,10.91,229,No,340.73,679.2,High_spent_Large_value_payments,Good,1
25,108018.02,7033.23,3,7,1,2,1,5,Bad,26644.29,9.73,27,Yes,2228.47,807.73,Low_spent_Small_value_payments,Poor,0
60,16956.82,1177.02,4,5,2,0,0,5,Good,12258.29,29.55,130,No,582.9,50.0,Low_spent_Large_value_payments,Standard,0
37,91280.65,5887.07,1,6,4,8,6,1,Standard,22152.07,43.82,95,Yes,382.8,3488.53,High_spent_Small_value_payments,Poor,0
50,33969.17,2234.9,2,3,3,7,2,3,Good,11517.08,31.4,87,No,359.4,679.8,High_spent_Large_value_payments,Standard,0
43,43453.71,2616.73,8,4,4,5,3,5,Standard,9775.41,17.17,134,No,170.65,1039.4,High_spent_Medium_value_payments,Standard,0
56,59867.83,3694.93,4,6,0,3,0,3,Standard,13614.06,17.43,94,No,1183.71,347.05,Low_spent_Small_value_payments,Standard,1
38,24880.77,1665.81,3,3,1,0,1,3,Bad,11529.24,26.17,151,Yes,897.34,193.69,High_spent_Small_value_payments,Poor,1
66,60995.11,4133.47,8,7,2,7,5,1,Good,20013.46,6.47,256,Yes,854.09,1881.62,Low_spent_Medium_value_payments,Good,0
59,15000.0,994.67,5,5,1,1,2,4,Good,4068.29,47.6,99,Yes,312.64,107.88,High_spent_Large_value_payments,Poor,0
60,23576.51,1451.19,2,6,2,1,1,5,Standard,13774.49,39.91,388,Yes,472.25,484.64,High_spent_Small_value_payments,Standard,1
58,20859.45,1352.22,4,4,2,0,1,2,Standard,10160.67,34.69,126,Yes,473.02,127.67,High_spent_Large_value_payments,Poor,1
26,17118.18,1092.94,3,8,3,10,4,4,Standard,653.65,28.18,46,Yes,15.41,502.62,Low_spent_Small_value_payments,Poor,1
41,31921.25,2086.68,4,4,1,3,1,4,Standard,4542.94,17.57,58,No,396.27,843.59,Low_spent_Small_value_payments,Standard,1
54,45773.01,3177.95,12,3,3,0,1,3,Good,2339.72,44.26,344,No,59.85,1838.03,High_spent_Small_value_payments,Good,0
66,55359.08,3786.85,5,3,2,7,1,3,Standard,1597.78,8.79,220,Yes,70.05,2445.43,Low_spent_Small_value_payments,Good,0
58,41962.27,2555.92,2,5,3,4,2,3,Standard,6585.18,20.73,336,No,177.54,1478.95,Low_spent_Medium_value_payments,Good,0
34,24357.23,1696.36,3,5,3,7,6,3,Bad,2605.96,35.29,63,Yes,83.26,880.79,High_spent_Medium_value_payments,Poor,1
41,45315.75,2950.55,4,2,0,5,2,4,Standard,2270.98,6.49,239,Yes,206.44,1216.55,Low_spent_Medium_value_payments,Good,0
38,39127.13,2662.93,3,5,1,7,2,4,Standard,6611.66,57.25,185,No,495.46,908.54,High_spent_Small_value_payments,Poor,1
68,63680.5,3917.44,3,4,3,0,0,4,Bad,3741.42,24.25,144,Yes,123.24,2001.54,High_spent_Small_value_payments,Standard,1
56,57882.02,3893.5,3,5,1,0,0,4,Good,10719.2,68.55,122,Yes,805.65,1432.91,High_spent_Small_value_payments,Poor,1
58,36985.67,2313.83,3,6,2,3,2,4,Standard,15962.7,34.32,141,No,573.97,761.04,High_spent_Medium_value_payments,Poor,1
56,21197.7,1372.53,3,9,2,7,3,1,Good,6407.87,27.52,254,Yes,317.75,390.21,Low_spent_Large_value_payments,Standard,0
30,24544.18,1477.13,8,2,4,5,3,2,Standard,8075.22,33.8,123,No,140.15,829.43,Low_spent_Medium_value_payments,Standard,0
28,26111.38,1609.57,4,5,0,7,3,2,Bad,4749.43,35.97,73,Yes,373.29,366.8,High_spent_Small_value_payments,Poor,1
63,30056.68,1833.38,1,4,2,2,3,2,Standard,14366.87,1.37,204,No,630.38,567.99,Low_spent_Small_value_payments,Good,0
36,42652.03,2669.9,6,2,2,0,0,2,Good,18096.24,14.15,114,No,890.82,709.18,High_spent_Small_value_payments,Good,1
28,55776.32,3407.01,3,6,2,0,2,0,Good,20158.7,28.85,42,Yes,769.31,963.61,High_spent_Small_value_payments,Standard,0
30,35218.57,2377.1,5,6,1,1,0,1,Good,6036.2,26.95,124,No,534.59,616.37,Low_spent_Small_value_payments,Good,0
63,36668.56,2211.65,3,4,2,12,3,1,Standard,10368.29,46.26,449,No,349.8,1029.22,Low_spent_Medium_value_payments,Standard,0
62,39576.22,2639.42,4,2,2,6,3,3,Bad,9993.08,24.98,458,Yes,452.16,1177.77,High_spent_Small_value_payments,Standard,1
18,26647.67,1639.48,4,8,2,4,4,5,Good,16191.7,31.77,6,Yes,786.91,90.94,High_spent_Large_value_payments,Poor,1
57,20842.82,1463.98,9,8,1,11,5,7,Bad,4969.71,32.16,128,No,358.17,509.39,High_spent_Small_value_payments,Poor,1
61,15000.0,1051.63,6,6,3,0,0,6,Standard,7975.65,24.84,448,No,246.25,235.28,High_spent_Small_value_payments,Good,0
36,23930.53,1494.29,8,9,3,3,4,1,Standard,5196.67,26.23,136,No,144.38,549.53,Low_spent_Medium_value_payments,Standard,0
29,48237.27,3215.31,4,6,2,6,3,2,Good,14013.77,10.15,52,Yes,607.03,1041.97,High_spent_Small_value_payments,Standard,0
25,23819.34,1436.39,3,5,2,0,0,0,Good,679.88,51.46,45,Yes,30.66,844.43,High_spent_Medium_value_payments,Standard,1
25,31486.55,2207.03,5,7,2,6,1,4,Bad,3068.64,14.64,21,Yes,138.34,1258.16,Low_spent_Large_value_payments,Poor,1
62,48043.34,3154.8,5,6,4,5,1,1,Standard,22764.92,50.52,205,Yes,469.67,1331.86,Low_spent_Small_value_payments,Poor,1
29,49633.12,3001.23,4,4,3,4,2,1,Good,5970.55,34.19,87,No,163.14,1399.05,Low_spent_Medium_value_payments,Good,0
65,19001.63,1210.6,4,3,4,16,5,4,Bad,1626.91,35.3,223,No,31.07,762.86,High_spent_Small_value_payments,Poor,0
50,66054.51,4018.26,1,6,1,1,2,3,Good,6316.91,17.39,166,No,455.44,2013.65,High_spent_Large_value_payments,Good,0
62,71425.49,4589.58,4,4,3,17,7,2,Good,36334.78,7.58,360,Yes,1151.52,1072.73,High_spent_Medium_value_payments,Standard,0
43,18436.54,1240.0,2,5,5,12,3,3,Bad,7447.37,60.85,127,Yes,140.33,686.11,Low_spent_Medium_value_payments,Poor,1
56,22152.33,1441.91,2,6,1,8,3,7,Standard,7076.28,7.31,100,Yes,674.2,50.0,Low_spent_Medium_value_payments,Poor,1
45,74210.02,4761.09,4,4,2,12,8,1,Good,16668.01,29.72,197,No,826.55,1870.68,Low_spent_Large_value_payments,Standard,0
22,33252.59,2038.08,3,6,1,16,4,3,Standard,6798.6,45.93,39,Yes,534.37,696.16,Low_spent_Small_value_payments,Poor,1
25,15000.0,939.8,4,6,1,4,2,4,Bad,7867.58,28.08,65,Yes,641.15,50.0,High_spent_Small_value_payments,Poor,1
42,15680.78,957.86,4,5,4,2,1,1,Good,1999.7,4.35,131,Yes,48.64,448.11,Low_spent_Medium_value_payments,Good,0
44,31268.87,2149.67,2,5,2,1,0,4,Good,9384.61,24.07,101,Yes,342.68,827.62,High_spent_Large_value_payments,Standard,0
63,18073.0,1110.86,4,3,7,1,2,1,Bad,6451.54,11.71,159,Yes,79.93,540.61,High_spent_Large_value_payments,Poor,0
40,28337.63,1883.03,4,5,4,3,1,3,Good,8986.2,19.65,114,No,201.23,731.53,Low_spent_Large_value_payments,Good,0
47,37028.3,2359.18,5,5,1,7,3,3,Bad,4730.46,21.13,102,No,433.63,779.88,High_spent_Large_value_payments,Poor,1
62,87321.57,5453.07,2,2,3,2,2,2,Standard,29438.49,13.9,345,Yes,929.04,1558.86,High_spent_Small_value_payments,Good,0
64,30507.49,2041.79,2,4,1,8,3,3,Good,13321.55,72.63,487,No,1004.87,50.0,High_spent_Medium_value_payments,Standard,0
40,69114.86,4489.07,3,4,1,3,0,6,Standard,7932.74,26.93,64,Yes,687.29,2311.88,Low_spent_Medium_value_payments,Standard,0
66,85584.21,5506.05,3,5,0,1,7,3,Good,11790.46,25.52,262,No,1154.11,2588.25,High_spent_Medium_value_payments,Good,0
64,85869.66,5703.68,3,4,2,4,2,2,Standard,29860.98,23.71,492,Yes,1443.33,2488.42,High_spent_Small_value_payments,Good,0
37,43081.66,2814.18,4,6,0,13,4,3,Standard,12098.94,9.75,48,Yes,1045.38,871.54,High_spent_Small_value_payments,Poor,1
35,15000.0,949.32,1,2,4,0,3,2,Standard,1105.98,43.59,48,Yes,20.94,493.27,High_spent_Large_value_payments,Poor,1
35,47882.0,3162.92,7,11,1,3,1,4,Bad,12354.28,13.5,92,Yes,1041.25,1164.34,Low_spent_Small_value_payments,Poor,1
19,68120.94,4581.33,3,4,0,0,2,3,Bad,20988.73,26.22,6,No,1647.82,542.62,High_spent_Medium_value_payments,Poor,1
21,34591.38,2085.49,6,9,2,7,3,9,Good,8252.69,36.44,26,Yes,368.92,687.01,Low_spent_Medium_value_payments,Poor,1
47,103440.34,6728.48,1,3,4,10,2,3,Bad,45760.05,46.37,166,No,984.27,2872.83,Low_spent_Large_value_payments,Poor,1
50,60833.76,3688.04,3,3,2,1,3,2,Good,2867.72,48.38,178,Yes,102.83,2444.76,High_spent_Small_value_payments,Good,0
53,51070.59,3167.37,6,6,4,0,3,4,Good,15947.7,21.74,265,Yes,318.97,1401.9,High_spent_Small_value_payments,Good,0
35,69691.14,4604.65,5,4,2,0,3,0,Bad,5049.4,32.27,142,No,248.36,2459.56,High_spent_Large_value_payments,Standard,0
54,44356.83,3077.64,3,8,1,6,2,1,Standard,13419.35,16.25,388,Yes,1248.33,301.45,Low_spent_Medium_value_payments,Standard,1
36,15000.0,1043.46,3,3,2,0,1,3,Standard,5230.96,6.85,103,Yes,210.66,396.98,Low_spent_Medium_value_payments,Standard,0
64,26917.09,1635.42,4,7,2,17,8,3,Good,1641.23,24.25,286,Yes,78.35,1003.33,High_spent_Large_value_payments,Standard,0
45,74481.11,4807.03,2,6,1,1,0,2,Good,27613.03,55.69,82,Yes,2283.63,136.26,High_spent_Small_value_payments,Poor,1
57,22369.31,1483.44,4,5,1,4,2,3,Standard,779.84,39.87,219,Yes,64.72,826.88,High_spent_Large_value_payments,Poor,1
37,31758.53,1956.11,7,4,2,5,2,2,Good,4285.46,16.33,64,Yes,201.19,842.81,Low_spent_Small_value_payments,Standard,0
66,19401.36,1324.96,3,2,1,0,1,1,Standard,2230.56,14.66,360,Yes,203.13,721.69,Low_spent_Large_value_payments,Good,1
50,105910.91,7208.57,4,1,4,0,3,2,Good,31453.16,21.91,252,No,527.39,2368.63,High_spent_Large_value_payments,Good,0
29,99597.81,6950.55,2,7,2,0,0,5,Standard,50635.5,31.85,105,Yes,2018.55,1259.59,Low_spent_Large_value_payments,Poor,1
68,21368.62,1284.08,1,5,1,6,3,0,Good,7428.25,26.16,162,Yes,496.87,237.34,Low_spent_Large_value_payments,Standard,0
32,39671.12,2473.39,3,6,4,0,2,3,Good,577.93,34.48,81,Yes,12.28,1186.48,Low_spent_Large_value_payments,Standard,0
58,24141.88,1664.85,4,6,2,1,1,1,Standard,6981.57,11.9,263,No,284.32,811.43,Low_spent_Medium_value_payments,Good,0
56,52520.92,3532.8,7,2,0,3,2,0,Standard,25566.88,41.09,297,Yes,1917.86,538.34,Low_spent_Medium_value_payments,Poor,1
19,49306.43,3436.13,2,7,0,7,3,3,Good,5477.68,38.83,10,No,545.36,1465.38,High_spent_Medium_value_payments,Standard,1
46,59102.19,3582.74,3,5,6,1,1,3,Good,28551.05,28.44,76,Yes,337.79,1412.53,Low_spent_Medium_value_payments,Standard,0
58,44318.22,2945.7,5,4,1,6,2,2,Standard,17431.35,25.72,359,Yes,1678.06,50.0,Low_spent_Small_value_payments,Standard,1
27,211344.28,13983.52,4,7,1,2,1,5,Standard,64257.04,39.38,29,No,6292.78,2217.9,High_spent_Medium_value_payments,Poor,0
19,19599.23,1183.53,7,5,0,5,3,2,Good,4014.52,28.72,6,No,386.05,424.48,Low_spent_Small_value_payments,Standard,0
68,15000.0,983.45,3,6,0,2,1,2,Good,3555.36,31.6,262,No,290.62,337.39,High_spent_Medium_value_payments,Good,0
28,28685.47,1910.54,5,5,1,10,2,5,Good,6799.87,74.58,90,Yes,673.74,298.66,High_spent_Large_value_payments,Poor,1
30,15000.0,931.09,7,6,4,1,1,2,Standard,4508.25,21.21,102,Yes,75.59,407.31,High_spent_Large_value_payments,Standard,1
27,15000.0,944.42,3,3,2,6,3,4,Standard,9965.09,18.8,86,Yes,381.87,272.38,Low_spent_Medium_value_payments,Poor,1
31,19914.66,1333.03,4,6,1,4,1,3,Bad,1562.63,32.58,125,Yes,111.54,504.36,High_spent_Large_value_payments,Poor,1
35,20882.92,1358.92,2,3,3,8,5,1,Good,6964.26,50.18,92,Yes,166.73,569.82,Low_spent_Small_value_payments,Poor,1
68,20480.51,1419.2,7,6,0,11,2,2,Standard,1801.15,40.74,343,No,164.71,822.34,Low_spent_Large_value_payments,Standard,1
26,49559.61,3157.4,5,3,1,12,3,5,Good,12744.16,37.19,25,Yes,964.3,688.96,High_spent_Large_value_payments,Poor,1
56,26803.47,1685.64,3,4,1,5,2,4,Standard,2075.53,36.64,223,Yes,165.62,627.1,Low_spent_Medium_value_payments,Poor,1
45,32607.29,2304.34,5,3,1,1,1,1,Standard,14059.02,6.35,209,Yes,1219.92,50.0,High_spent_Large_value_payments,Standard,0
20,62102.38,4339.13,5,3,1,0,1,6,Good,6153.51,5.74,20,Yes,571.13,1504.18,High_spent_Small_value_payments,Good,0
37,22930.12,1383.01,3,5,2,1,0,3,Standard,2786.33,29.8,97,No,106.26,804.65,High_spent_Large_value_payments,Standard,0
23,30985.43,2117.84,6,3,1,0,2,1,Standard,4067.3,14.07,48,Yes,383.67,970.61,High_spent_Small_value_payments,Standard,0
44,45227.29,2767.7,3,7,2,1,2,1,Good,3866.74,26.91,236,No,163.42,1008.95,Low_spent_Small_value_payments,Good,0
19,15000.0,904.47,3,9,6,13,6,3,Good,4156.58,5.34,6,Yes,62.53,456.93,High_spent_Small_value_payments,Poor,1
46,15000.0,944.48,4,6,2,3,1,2,Good,1075.33,45.23,91,No,48.27,570.25,High_spent_Medium_value_payments,Standard,1
55,44697.39,2812.27,5,5,2,2,6,2,Standard,8930.03,28.29,363,Yes,430.76,1504.2,High_spent_Medium_value_payments,Standard,1
20,48786.48,3360.22,3,1,2,1,4,3,Standard,9149.83,30.15,6,Yes,430.24,1904.77,Low_spent_Large_value_payments,Poor,1
33,125308.26,8483.23,4,5,0,3,3,4,Standard,33881.98,31.19,161,Yes,3246.51,1031.62,Low_spent_Large_value_payments,Poor,1
47,39928.95,2820.35,6,6,4,22,5,2,Standard,3958.43,19.07,219,Yes,88.19,1745.22,High_spent_Small_value_payments,Poor,1
57,59387.78,4021.03,5,8,3,1,2,6,Standard,17755.86,32.8,316,Yes,418.55,1306.4,High_spent_Medium_value_payments,Standard,1
19,32296.57,2084.13,3,11,1,1,1,2,Bad,18354.07,34.9,6,No,1318.93,50.0,High_spent_Large_value_payments,Poor,1
34,43405.28,2932.97,5,7,1,7,1,6,Good,6648.34,11.88,77,No,625.58,834.5,Low_spent_Large_value_payments,Good,1
58,98750.73,6994.26,3,4,3,13,5,2,Standard,56108.65,8.08,260,Yes,1637.77,2930.08,High_spent_Large_value_payments,Poor,1
29,15000.0,1015.4,4,7,1,3,1,2,Standard,5295.57,42.12,102,Yes,358.51,322.09,Low_spent_Large_value_payments,Poor,0
52,46544.76,3176.75,3,4,3,7,2,4,Good,4915.68,24.34,251,No,117.96,2090.55,Low_spent_Large_value_payments,Good,0
60,130790.49,9177.0,3,4,1,0,1,3,Bad,27008.63,39.94,125,Yes,2590.5,2202.34,High_spent_Large_value_payments,Poor,1
18,43011.4,2633.64,5,3,5,5,2,6,Standard,19509.53,2.95,6,Yes,333.47,1415.35,Low_spent_Medium_value_payments,Poor,1
62,97767.14,6612.5,1,5,2,0,3,4,Good,31456.13,26.35,128,Yes,1108.08,3491.39,Low_spent_Large_value_payments,Good,1
32,24896.26,1723.25,2,9,3,22,6,2,Good,3768.73,26.07,40,Yes,86.07,621.76,Low_spent_Small_value_payments,Poor,1
